Week,Town,Year,Month,Case_Count,AvgTemp,TempRange,AvgHumidity,SunshineHours,RainfallHours,Rainfall,BI,CI,HI,LI,AI,PI,Con100HH,RT,RT_level
2011-04-18,七股區,2011,4,0.0,24.12857142857143,7.028571428571429,62.285714285714285,45.8,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-04-25,七股區,2011,4,0.0,25.714285714285715,5.957142857142857,69.85714285714286,24.099999999999998,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-05-02,七股區,2011,5,0.0,26.8,7.3428571428571425,70.0,53.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-05-09,七股區,2011,5,0.0,28.271428571428572,6.128571428571428,70.28571428571429,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-05-16,七股區,2011,5,0.0,25.400000000000002,5.528571428571429,77.42857142857143,17.6,19.2,26.5,0.4,0.465,0.4,0.0,0.0,0.0,0.4,0.01,1
2011-05-23,七股區,2011,5,0.0,26.428571428571427,7.385714285714286,73.0,35.0,4.699999999999999,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-05-30,七股區,2011,5,0.0,27.285714285714285,5.685714285714285,73.85714285714286,39.4,14.6,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-06-06,七股區,2011,6,0.0,30.02857142857143,6.3428571428571425,67.71428571428571,77.7,0.5,0.5,2.0,4.1665,2.0,0.0,0.0,0.0,2.0,0.01,1
2011-06-13,七股區,2011,6,0.0,30.37142857142857,6.057142857142857,67.71428571428571,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-06-20,七股區,2011,6,0.0,29.17142857142857,6.114285714285715,74.0,25.9,9.3,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-06-27,七股區,2011,6,0.0,28.17142857142857,5.628571428571428,77.28571428571429,42.4,22.2,208.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-07-04,七股區,2011,7,0.0,29.52857142857143,5.3999999999999995,70.14285714285714,61.1,2.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-07-11,七股區,2011,7,0.0,27.071428571428573,6.071428571428571,81.14285714285714,25.5,40.7,194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-07-18,七股區,2011,7,0.0,28.457142857142856,4.971428571428571,80.57142857142857,38.4,23.8,117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-07-25,七股區,2011,7,0.0,29.414285714285715,7.4,72.85714285714286,52.3,7.2,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-08-01,七股區,2011,8,0.0,29.857142857142858,5.714285714285714,72.28571428571429,53.5,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-08-08,七股區,2011,8,0.0,29.599999999999998,5.757142857142858,71.71428571428571,54.9,2.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-08-15,七股區,2011,8,0.0,30.228571428571428,6.385714285714286,66.85714285714286,67.9,0.0,0.0,0.5,2.5,0.5,0.0,0.0,0.0,0.5,0.01,1
2011-08-22,七股區,2011,8,0.0,29.7,6.871428571428572,70.85714285714286,48.0,9.2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-08-29,七股區,2011,8,0.0,27.928571428571427,5.228571428571429,78.42857142857143,18.8,46.9,161.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-09-05,七股區,2011,9,0.0,29.042857142857144,5.571428571428571,69.57142857142857,43.8,0.3,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.01,1
2011-09-12,七股區,2011,9,0.0,29.185714285714287,6.571428571428571,69.0,51.1,0.0,0.0,3.0,7.1425,2.0,0.0,0.0,0.0,3.0,0.01,1
2011-09-19,七股區,2011,9,0.0,27.571428571428573,7.828571428571429,66.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-09-26,七股區,2011,9,0.0,28.514285714285712,5.628571428571428,74.85714285714286,32.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-10-03,七股區,2011,10,0.0,26.75714285714286,7.771428571428571,72.57142857142857,37.8,3.7,1.7,2.0,14.285,2.0,0.0,0.0,0.0,2.0,0.01,1
2011-10-10,七股區,2011,10,0.0,26.914285714285715,5.914285714285714,77.57142857142857,6.1,10.5,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-10-17,七股區,2011,10,0.0,25.942857142857143,8.514285714285714,68.42857142857143,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-10-24,七股區,2011,10,0.0,25.228571428571428,8.128571428571428,69.57142857142857,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-10-31,七股區,2011,10,0.0,26.114285714285717,7.485714285714286,74.71428571428571,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-11-07,七股區,2011,11,0.0,23.32857142857143,4.685714285714285,86.0,7.1,52.8,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-11-14,七股區,2011,11,0.0,24.400000000000002,6.0,80.42857142857143,18.4,10.4,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-11-21,七股區,2011,11,0.0,22.67142857142857,5.985714285714286,71.71428571428571,15.200000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-11-28,七股區,2011,11,0.0,20.928571428571427,7.214285714285714,75.0,37.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-12-05,七股區,2011,12,0.0,19.3,5.528571428571429,79.14285714285714,12.4,4.4,0.9,2.0,3.885666666666667,2.0,0.0,0.0,0.0,2.0,0.01,1
2011-12-12,七股區,2011,12,0.0,18.714285714285715,6.942857142857143,77.42857142857143,18.9,4.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-12-19,七股區,2011,12,0.0,17.285714285714285,7.057142857142857,71.57142857142857,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2011-12-26,七股區,2011,12,0.0,17.928571428571427,6.8999999999999995,75.71428571428571,30.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-01-02,七股區,2012,1,0.0,16.057142857142857,6.442857142857143,79.28571428571429,29.1,2.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-01-09,七股區,2012,1,0.0,18.642857142857142,7.285714285714286,78.85714285714286,16.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-01-16,七股區,2012,1,0.0,18.0,7.571428571428571,79.71428571428571,33.4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-01-23,七股區,2012,1,0.0,16.228571428571428,8.014285714285714,79.85714285714286,43.5,4.3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-01-30,七股區,2012,1,0.0,17.17142857142857,9.299999999999999,76.14285714285714,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-02-06,七股區,2012,2,0.0,16.67142857142857,7.414285714285714,82.57142857142857,25.6,7.5,14.5,1.3333333333333333,13.333333333333334,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.01,1
2012-02-13,七股區,2012,2,0.0,17.985714285714288,8.485714285714286,75.14285714285714,36.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-02-20,七股區,2012,2,0.0,19.457142857142856,7.571428571428571,82.71428571428571,17.1,8.3,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-02-27,七股區,2012,2,0.0,18.7,10.114285714285714,80.71428571428571,35.9,3.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-03-05,七股區,2012,3,0.0,20.071428571428573,8.471428571428572,76.0,41.6,0.2,0.5,1.0,0.847,1.0,20.0,0.0,1.0,1.0,0.01,1
2012-03-12,七股區,2012,3,0.0,21.02857142857143,8.471428571428572,80.42857142857143,45.4,3.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-03-19,七股區,2012,3,0.0,21.7,9.128571428571428,71.42857142857143,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-03-26,七股區,2012,3,0.0,23.17142857142857,8.171428571428573,61.142857142857146,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-04-02,七股區,2012,4,0.0,24.442857142857143,6.057142857142857,71.28571428571429,20.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-04-09,七股區,2012,4,0.0,27.142857142857142,7.414285714285714,72.28571428571429,61.0,0.0,0.0,0.8,22.5,0.8,4.0,0.0,0.0,0.8,0.01,1
2012-04-16,七股區,2012,4,0.0,25.985714285714288,6.585714285714286,76.42857142857143,16.8,3.0999999999999996,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-04-23,七股區,2012,4,0.0,27.228571428571428,7.0,74.85714285714286,39.6,11.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-04-30,七股區,2012,4,0.0,27.414285714285715,6.728571428571429,78.28571428571429,44.8,10.8,142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-05-07,七股區,2012,5,0.0,28.142857142857142,6.1571428571428575,77.0,59.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-05-14,七股區,2012,5,0.0,26.857142857142858,4.285714285714286,85.42857142857143,19.6,47.3,299.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-05-21,七股區,2012,5,0.0,27.642857142857142,7.642857142857143,74.57142857142857,71.9,5.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-05-28,七股區,2012,5,0.0,28.12857142857143,6.8999999999999995,79.28571428571429,54.0,7.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-06-04,七股區,2012,6,0.0,28.585714285714285,5.814285714285715,82.57142857142857,27.8,17.7,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-06-11,七股區,2012,6,0.0,27.571428571428573,5.471428571428571,88.57142857142857,12.600000000000001,45.7,432.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-06-18,七股區,2012,6,0.0,26.957142857142856,5.128571428571428,89.0,23.4,49.4,231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-06-25,七股區,2012,6,0.0,29.428571428571427,5.457142857142857,77.28571428571429,65.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-07-02,七股區,2012,7,0.0,29.7,5.514285714285714,77.42857142857143,51.800000000000004,2.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-07-09,七股區,2012,7,0.0,29.557142857142857,5.614285714285714,78.0,63.2,5.1,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-07-16,七股區,2012,7,0.0,29.271428571428572,6.071428571428571,80.28571428571429,37.2,7.9,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-07-23,七股區,2012,7,0.0,28.52857142857143,6.8999999999999995,78.57142857142857,32.0,7.800000000000001,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-07-30,七股區,2012,7,0.0,28.114285714285717,5.057142857142857,85.71428571428571,12.1,28.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-08-06,七股區,2012,8,0.0,27.571428571428573,6.557142857142857,87.85714285714286,21.5,31.1,300.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-08-13,七股區,2012,8,0.0,28.785714285714285,5.857142857142857,83.71428571428571,36.5,8.2,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-08-20,七股區,2012,8,0.0,27.82857142857143,6.128571428571428,79.0,23.8,23.3,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-08-27,七股區,2012,8,0.0,27.885714285714283,6.385714285714286,78.71428571428571,30.7,17.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-09-03,七股區,2012,9,0.0,29.342857142857145,5.985714285714286,71.85714285714286,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-09-10,七股區,2012,9,0.0,28.914285714285715,6.571428571428571,69.57142857142857,59.3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-09-17,七股區,2012,9,0.0,28.37142857142857,7.585714285714286,62.714285714285715,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-09-24,七股區,2012,9,0.0,27.657142857142855,6.985714285714286,67.71428571428571,38.7,0.6,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-10-01,七股區,2012,10,1.0,25.957142857142856,8.142857142857142,65.85714285714286,61.300000000000004,0.0,0.0,2.0,6.666,2.0,2.0,0.0,0.0,2.0,0.01,1
2012-10-08,七股區,2012,10,0.0,25.37142857142857,8.8,66.0,49.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8664838352989548,1
2012-10-15,七股區,2012,10,0.0,24.842857142857145,8.185714285714285,66.42857142857143,51.4,0.0,0.0,1.0,2.2725,1.0,0.0,0.0,0.0,1.0,0.1498932422639079,1
2012-10-22,七股區,2012,10,0.0,26.457142857142856,6.7,72.42857142857143,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063679650588699,1
2012-10-29,七股區,2012,10,0.0,24.442857142857143,6.114285714285714,74.0,21.9,3.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080903797255292,1
2012-11-05,七股區,2012,11,0.0,24.657142857142855,7.5,68.0,51.5,0.0,0.0,0.8,2.857,0.8,12.0,0.0,0.0,0.8,0.0097701722894016,1
2012-11-12,七股區,2012,11,0.0,23.400000000000002,6.414285714285714,77.42857142857143,39.6,19.5,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099965565252334,1
2012-11-19,七股區,2012,11,0.0,23.642857142857142,7.571428571428571,77.14285714285714,32.5,2.8000000000000003,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-11-26,七股區,2012,11,0.0,21.814285714285713,7.257142857142857,78.42857142857143,23.0,3.4000000000000004,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-12-03,七股區,2012,12,0.0,19.2,5.6,75.14285714285714,12.2,10.4,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-12-10,七股區,2012,12,0.0,20.900000000000002,8.857142857142858,70.28571428571429,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-12-17,七股區,2012,12,0.0,19.285714285714285,8.671428571428573,70.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-12-24,七股區,2012,12,0.0,18.957142857142856,8.385714285714286,71.71428571428571,26.6,4.1000000000000005,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2012-12-31,七股區,2012,12,0.0,16.642857142857142,7.385714285714286,72.42857142857143,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-01-07,七股區,2013,1,0.0,17.657142857142855,5.828571428571428,79.85714285714286,8.2,3.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-01-14,七股區,2013,1,0.0,16.242857142857144,8.942857142857143,70.28571428571429,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-01-21,七股區,2013,1,0.0,18.2,7.3999999999999995,72.85714285714286,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-01-28,七股區,2013,1,0.0,19.885714285714283,9.957142857142857,65.71428571428571,54.0,1.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-02-04,七股區,2013,2,0.0,20.3,8.557142857142857,73.42857142857143,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-02-11,七股區,2013,2,0.0,19.857142857142858,9.671428571428573,70.85714285714286,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-02-18,七股區,2013,2,0.0,19.67142857142857,9.028571428571428,76.0,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-02-25,七股區,2013,2,0.0,20.37142857142857,8.885714285714286,75.14285714285714,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-03-04,七股區,2013,3,0.0,20.857142857142858,8.814285714285715,63.0,62.6,0.0,0.0,1.0,7.1425,1.0,5.0,0.0,0.0,1.0,0.01,1
2013-03-11,七股區,2013,3,0.0,22.342857142857145,8.8,71.57142857142857,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-03-18,七股區,2013,3,0.0,25.085714285714285,6.857142857142857,76.28571428571429,38.9,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-03-25,七股區,2013,3,0.0,23.5,9.042857142857143,71.57142857142857,46.199999999999996,4.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-04-01,七股區,2013,4,0.0,22.942857142857143,7.3999999999999995,77.42857142857143,18.8,15.1,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-04-08,七股區,2013,4,0.0,21.428571428571427,5.8999999999999995,76.0,12.5,3.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-04-15,七股區,2013,4,0.0,25.457142857142856,6.5,75.57142857142857,22.7,4.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-04-22,七股區,2013,4,0.0,24.842857142857145,6.6000000000000005,76.14285714285714,35.8,10.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-04-29,七股區,2013,4,0.0,25.17142857142857,5.957142857142857,78.0,26.8,9.700000000000001,12.0,1.0,16.6665,1.0,2.0,0.0,0.0,1.0,0.01,1
2013-05-06,七股區,2013,5,0.0,27.12857142857143,5.2,77.0,27.1,5.1000000000000005,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-05-13,七股區,2013,5,0.0,27.357142857142858,4.914285714285714,83.71428571428571,23.2,17.9,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-05-20,七股區,2013,5,0.0,27.8,5.928571428571429,79.57142857142857,33.3,11.299999999999999,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-05-27,七股區,2013,5,0.0,29.571428571428573,6.114285714285714,73.0,69.5,1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-06-03,七股區,2013,6,0.0,29.87142857142857,6.285714285714286,71.28571428571429,62.6,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-06-10,七股區,2013,6,0.0,29.071428571428573,6.3999999999999995,78.85714285714286,22.3,10.2,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-06-17,七股區,2013,6,0.0,29.942857142857143,6.271428571428572,71.71428571428571,43.5,1.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-06-24,七股區,2013,6,0.0,29.157142857142855,5.814285714285715,78.14285714285714,53.3,14.3,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-07-01,七股區,2013,7,0.0,30.214285714285715,6.628571428571428,70.71428571428571,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-07-08,七股區,2013,7,0.0,28.442857142857143,6.328571428571429,76.57142857142857,35.7,17.2,100.9,4.0,11.764,2.0,0.0,0.0,0.0,4.0,0.01,1
2013-07-15,七股區,2013,7,0.0,29.12857142857143,6.357142857142857,72.85714285714286,27.8,5.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-07-22,七股區,2013,7,0.0,29.542857142857144,6.542857142857143,72.42857142857143,63.699999999999996,2.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-07-29,七股區,2013,7,0.0,29.571428571428573,6.542857142857143,73.42857142857143,44.9,3.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-08-05,七股區,2013,8,0.0,30.37142857142857,6.6571428571428575,71.28571428571429,71.8,2.2,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-08-12,七股區,2013,8,0.0,29.085714285714285,6.314285714285715,77.0,31.3,5.7,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-08-19,七股區,2013,8,0.0,28.24285714285714,5.2,83.57142857142857,29.4,37.3,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-08-26,七股區,2013,8,0.0,27.114285714285717,4.985714285714286,85.42857142857143,23.0,59.2,526.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-09-02,七股區,2013,9,0.0,28.485714285714288,6.685714285714285,69.14285714285714,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-09-09,七股區,2013,9,0.0,29.32857142857143,6.014285714285714,74.28571428571429,53.300000000000004,2.3,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-09-16,七股區,2013,9,0.0,28.74285714285714,5.6571428571428575,75.85714285714286,38.199999999999996,7.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-09-23,七股區,2013,9,0.0,28.114285714285717,5.857142857142857,75.57142857142857,31.7,2.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-09-30,七股區,2013,9,0.0,27.0,6.757142857142857,70.85714285714286,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-10-07,七股區,2013,10,0.0,28.085714285714285,6.628571428571428,74.57142857142857,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-10-14,七股區,2013,10,0.0,25.900000000000002,8.257142857142856,67.42857142857143,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-10-21,七股區,2013,10,0.0,23.014285714285712,8.714285714285714,65.28571428571429,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-10-28,七股區,2013,10,0.0,25.099999999999998,7.385714285714286,72.85714285714286,42.2,0.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-11-04,七股區,2013,11,0.0,25.5,6.857142857142857,78.0,18.4,0.0,0.0,1.0,12.5,1.0,5.0,0.0,10.0,1.0,0.01,1
2013-11-11,七股區,2013,11,0.0,23.75714285714286,8.114285714285714,73.71428571428571,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-11-18,七股區,2013,11,0.0,21.37142857142857,7.742857142857143,63.857142857142854,28.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-11-25,七股區,2013,11,0.0,18.82857142857143,7.714285714285714,64.85714285714286,49.0,1.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
2013-12-02,七股區,2013,12,0.0,20.24285714285714,9.057142857142857,62.857142857142854,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1
